country,SUBJECT,TIME,Value
ISR,PUB,2008,51.3198
ISR,PUB,2009,58.16929
ISR,PUB,2010,54.22624
ISR,PUB,2011,48.99751
ISR,PUB,2012,51.83085
ISR,PUB,2013,52.18204
ISR,PUB,2014,52.81182
ISR,PUB,2015,59.26456
ISR,PUB,2016,53.85601
ISR,PUB,2017,57.89952
ISR,PUB,2018,53.38242
BEL,PUB,2005,88.73288
BEL,PUB,2008,87.92018
BEL,PUB,2009,87.91188
BEL,PUB,2010,87.71764
BEL,PUB,2011,87.48977
BEL,PUB,2012,84.28478
BEL,PUB,2013,84.29762
BEL,PUB,2014,83.86056
BEL,PUB,2015,83.58294
BEL,PUB,2016,82.69842
BEL,PUB,2017,82.91347
BEL,PUB,2018,83.56802
DNK,PUB,1995,99.40405
DNK,PUB,2000,97.61373
DNK,PUB,2005,96.70573
DNK,PUB,2008,93.34492
DNK,PUB,2009,92.97375
DNK,PUB,2010,92.26746
DNK,PUB,2011,91.78908
DNK,PUB,2013,90.29342
DNK,PUB,2014,92.34969
DNK,PUB,2016,86.21557
DNK,PUB,2017,83.15323
DNK,PUB,2018,81.97565
FIN,PRIV,1995,2.248466
FIN,PRIV,2000,2.760936
FIN,PRIV,2005,3.870017
FIN,PRIV,2008,4.571456
FIN,PRIV,2009,4.22954
FIN,PRIV,2010,4.056172
FIN,PRIV,2011,4.117182
FIN,PRIV,2012,3.820483
FIN,PRIV,2013,3.922275
FIN,PRIV,2014,3.515769
FIN,PRIV,2015,3.419784
FIN,PRIV,2016,3.405771
FIN,PRIV,2017,3.50597
FIN,PRIV,2018,3.781386
DEU,PUB,2005,85.47294
DEU,PUB,2008,85.09049
DEU,PUB,2010,84.64345
DEU,PUB,2011,85.14175
DEU,PUB,2012,84.13484
DEU,PUB,2013,83.72941
DEU,PUB,2014,84.1353
DEU,PUB,2015,82.7237
DEU,PUB,2016,83.01349
DEU,PUB,2017,82.98943
DEU,PUB,2018,83.37025
GRC,PRIV,1995,0
GRC,PRIV,2000,0.2674916
GRC,PRIV,2005,3.305918
GRC,PRIV,2012,9.625505
GRC,PRIV,2013,12.49466
GRC,PRIV,2014,14.00294
GRC,PRIV,2015,11.56479
GRC,PRIV,2017,14.53227
GRC,PRIV,2018,13.90829
ISL,PUB,2000,91.77778
ISL,PUB,2005,90.53818
ISL,PUB,2008,92.16214
ISL,PUB,2009,92.00947
ISL,PUB,2010,91.17648
ISL,PUB,2011,90.59655
ISL,PUB,2012,85.31045
ISL,PUB,2013,86.84326
ISL,PUB,2014,89.11703
ISL,PUB,2015,89.30553
ISL,PUB,2016,88.57334
ISL,PUB,2017,89.87978
ISL,PUB,2018,88.32385
IRL,PRIV,2015,29.23657
IRL,PRIV,2016,28.71527
IRL,PRIV,2017,28.8485
IRL,PRIV,2018,27.51139
KOR,PRIV,2015,63.86634
KOR,PRIV,2016,62.42285
KOR,PRIV,2017,61.86705
KOR,PRIV,2018,60.25844
AUS,PRIV,2014,61.24005
AUS,PRIV,2015,62.17974
AUS,PRIV,2016,60.47696
AUS,PRIV,2017,63.83578
AUS,PRIV,2018,65.20712
CAN,PRIV,1995,43.37871
CAN,PRIV,2000,38.88436
CAN,PRIV,2005,44.80278
CAN,PRIV,2008,36.98706
CAN,PRIV,2009,43.28047
CAN,PRIV,2010,42.46678
CAN,PRIV,2011,44.94616
CAN,PRIV,2012,41.0383
CAN,PRIV,2013,43.57455
CAN,PRIV,2014,44.84176
CAN,PRIV,2015,43.4247
CAN,PRIV,2016,46.73709
CAN,PRIV,2017,46.05185
CAN,PRIV,2018,47.66227
PRT,PUB,1995,96.50138
PRT,PUB,2000,92.47052
PRT,PUB,2005,66.01618
PRT,PUB,2008,59.82487
PRT,PUB,2009,67.17749
PRT,PUB,2010,65.19163
PRT,PUB,2011,64.1166
PRT,PUB,2012,49.88355
PRT,PUB,2013,52.97459
PRT,PUB,2014,56.74063
PRT,PUB,2015,58.12692
PRT,PUB,2016,61.38959
PRT,PUB,2017,59.65606
PRT,PUB,2018,59.39544
SWE,PUB,1995,92.3157
SWE,PUB,2000,88.87234
SWE,PUB,2005,85.19179
SWE,PUB,2008,85.64133
SWE,PUB,2009,86.23553
SWE,PUB,2010,87.04826
SWE,PUB,2011,85.91282
SWE,PUB,2012,85.63662
SWE,PUB,2013,85.81184
SWE,PUB,2014,85.24149
SWE,PUB,2015,84.73987
SWE,PUB,2016,84.16079
SWE,PUB,2017,84.00671
SWE,PUB,2018,83.86531
GBR,PUB,2012,54.86192
GBR,PUB,2013,32.72168
GBR,PUB,2014,26.82421
GBR,PUB,2015,24.9912
GBR,PUB,2016,27.58112
GBR,PUB,2017,25.28605
GBR,PUB,2018,24.57307
USA,PRIV,1995,61.35647
USA,PRIV,2000,56.25534
USA,PRIV,2005,58.03344
USA,PRIV,2008,58.67809
USA,PRIV,2009,59.35444
USA,PRIV,2010,60.01487
USA,PRIV,2011,60.9197
USA,PRIV,2012,62.19792
USA,PRIV,2013,63.67437
USA,PRIV,2014,65.25681
USA,PRIV,2015,64.79531
USA,PRIV,2016,64.96133
USA,PRIV,2017,64.87219
USA,PRIV,2018,64.35732
ARG,PRIV,2008,18.90073
ARG,PRIV,2009,15.90922
ARG,PRIV,2010,22.79925
ARG,PRIV,2011,23.05611
EST,PUB,2005,67.94044
EST,PUB,2008,72.79056
EST,PUB,2009,104.3617
EST,PUB,2010,66.31696
EST,PUB,2011,68.69616
EST,PUB,2012,58.43132
EST,PUB,2013,60.8913
EST,PUB,2014,76.35246
EST,PUB,2015,70.94279
EST,PUB,2016,80.64777
EST,PUB,2017,72.26271
EST,PUB,2018,69.43705
RUS,PRIV,2008,35.63608
RUS,PRIV,2009,35.26503
RUS,PRIV,2010,35.87215
RUS,PRIV,2011,35.9247
RUS,PRIV,2012,36.31635
RUS,PRIV,2013,34.81781
RUS,PRIV,2014,33.61693
RUS,PRIV,2015,34.95196
RUS,PRIV,2016,35.14294
RUS,PRIV,2017,38.37177
RUS,PRIV,2018,33.45115
NLD,PUB,1995,77.408
NLD,PUB,2000,74.05474
NLD,PUB,2005,71.7541
NLD,PUB,2008,69.82674
NLD,PUB,2009,69.5383
NLD,PUB,2010,70.05509
NLD,PUB,2011,69.01323
NLD,PUB,2012,68.64854
NLD,PUB,2013,68.2345
NLD,PUB,2014,67.73226
NLD,PUB,2015,67.5386
NLD,PUB,2016,67.48503
NLD,PUB,2017,66.86879
NLD,PUB,2018,67.74423
POL,PUB,1995,100
POL,PUB,2000,99.50333
POL,PUB,2005,73.98409
POL,PUB,2008,69.08633
POL,PUB,2009,69.02267
POL,PUB,2010,68.4386
POL,PUB,2011,74.30971
POL,PUB,2012,74.43062
POL,PUB,2013,77.85632
POL,PUB,2014,78.71931
POL,PUB,2015,79.10197
POL,PUB,2016,78.68993
POL,PUB,2017,80.55491
POL,PUB,2018,78.96813
PRT,PRIV,1995,3.498621
PRT,PRIV,2000,7.529483
PRT,PRIV,2005,30.908
PRT,PRIV,2008,36.54116
PRT,PRIV,2009,27.52427
PRT,PRIV,2010,29.29955
PRT,PRIV,2011,29.40484
PRT,PRIV,2012,42.06096
PRT,PRIV,2013,38.24719
PRT,PRIV,2014,34.26229
PRT,PRIV,2015,31.58647
PRT,PRIV,2016,31.59057
PRT,PRIV,2017,32.8733
PRT,PRIV,2018,31.76316
ESP,PUB,1995,74.37457
ESP,PUB,2000,74.41468
ESP,PUB,2005,77.90057
ESP,PUB,2008,78.8644
ESP,PUB,2009,79.08784
ESP,PUB,2010,78.22018
ESP,PUB,2011,77.46873
ESP,PUB,2012,71.93259
ESP,PUB,2013,68.26564
ESP,PUB,2014,67.48718
ESP,PUB,2015,66.39655
ESP,PUB,2016,65.58521
ESP,PUB,2017,66.25883
ESP,PUB,2018,64.69379
SWE,PRIV,1995,6.352738
SWE,PRIV,2000,8.461538
SWE,PRIV,2005,11.3445
SWE,PRIV,2008,10.51975
SWE,PRIV,2009,9.811033
SWE,PRIV,2010,8.996566
SWE,PRIV,2011,10.05606
SWE,PRIV,2012,10.3142
SWE,PRIV,2013,10.0146
SWE,PRIV,2014,10.44045
SWE,PRIV,2015,11.27866
SWE,PRIV,2016,11.66769
SWE,PRIV,2017,11.60133
SWE,PRIV,2018,11.56461
TUR,PUB,2011,76.90319
TUR,PUB,2012,74.52431
TUR,PUB,2013,73.3888
TUR,PUB,2014,73.19095
TUR,PUB,2015,73.4147
TUR,PUB,2016,73.83129
TUR,PUB,2017,79.51687
TUR,PUB,2018,72.02518
GBR,PRIV,2012,41.52242
GBR,PRIV,2013,63.5764
GBR,PRIV,2014,69.38302
GBR,PRIV,2015,71.40637
GBR,PRIV,2016,68.70935
GBR,PRIV,2017,71.01279
GBR,PRIV,2018,71.32022
EST,PRIV,2005,29.2804
EST,PRIV,2008,19.55206
EST,PRIV,2009,25.81032
EST,PRIV,2010,21.61789
EST,PRIV,2011,16.78475
EST,PRIV,2012,16.27272
EST,PRIV,2013,13.68865
EST,PRIV,2014,19.95006
EST,PRIV,2015,23.84593
EST,PRIV,2016,12.07243
EST,PRIV,2017,14.58415
EST,PRIV,2018,17.56175
IND,PUB,2000,99.77652
IND,PUB,2005,80.92186
AUT,PUB,2012,95.14345
AUT,PUB,2013,94.58402
AUT,PUB,2014,94.43082
AUT,PUB,2015,93.76881
AUT,PUB,2016,93.57476
AUT,PUB,2017,91.09871
AUT,PUB,2018,89.4591
BEL,PRIV,2005,9.013371
BEL,PRIV,2008,9.7629
BEL,PRIV,2009,9.909749
BEL,PRIV,2010,9.856263
BEL,PRIV,2011,9.635932
BEL,PRIV,2012,12.80004
BEL,PRIV,2013,13.07687
BEL,PRIV,2014,13.36487
BEL,PRIV,2015,13.66052
BEL,PRIV,2016,14.42873
BEL,PRIV,2017,13.97764
BEL,PRIV,2018,13.235
CZE,PUB,1995,71.54964
CZE,PUB,2000,83.99244
CZE,PUB,2005,80.70189
CZE,PUB,2008,77.55691
CZE,PUB,2009,78.37178
CZE,PUB,2010,75.75015
CZE,PUB,2011,79.92805
CZE,PUB,2012,67.99366
CZE,PUB,2013,64.73061
CZE,PUB,2014,63.82016
CZE,PUB,2015,65.38103
CZE,PUB,2016,72.50609
CZE,PUB,2017,72.9304
CZE,PUB,2018,76.23522
DNK,PRIV,1995,0.5959547
DNK,PRIV,2000,2.386268
DNK,PRIV,2005,3.294272
DNK,PRIV,2008,4.362819
DNK,PRIV,2009,4.453011
DNK,PRIV,2010,4.86144
DNK,PRIV,2011,5.297055
DNK,PRIV,2013,5.807029
DNK,PRIV,2014,5.158892
DNK,PRIV,2016,8.959317
DNK,PRIV,2017,10.55826
DNK,PRIV,2018,12.08953
FRA,PUB,2005,82.77357
FRA,PUB,2008,80.56013
FRA,PUB,2009,82.15907
FRA,PUB,2010,80.81947
FRA,PUB,2011,79.60076
FRA,PUB,2012,78.50546
FRA,PUB,2013,77.55162
FRA,PUB,2014,77.25726
FRA,PUB,2015,77.83796
FRA,PUB,2016,77.13021
FRA,PUB,2017,77.02515
FRA,PUB,2018,76.54214
DEU,PRIV,2005,13.0799
DEU,PRIV,2008,13.27572
DEU,PRIV,2010,13.38883
DEU,PRIV,2011,13.15616
DEU,PRIV,2012,13.87893
DEU,PRIV,2013,14.03098
DEU,PRIV,2014,13.9569
DEU,PRIV,2015,15.28508
DEU,PRIV,2016,15.40028
DEU,PRIV,2017,15.1937
DEU,PRIV,2018,14.83674
ISL,PRIV,2000,8.222224
ISL,PRIV,2005,9.461825
ISL,PRIV,2008,7.837861
ISL,PRIV,2009,7.990531
ISL,PRIV,2010,8.823525
ISL,PRIV,2011,9.403447
ISL,PRIV,2012,7.675494
ISL,PRIV,2013,8.369281
ISL,PRIV,2014,8.507196
ISL,PRIV,2015,8.263934
ISL,PRIV,2016,8.037794
ISL,PRIV,2017,8.001384
ISL,PRIV,2018,8.414017
CHL,PUB,1995,25.11168
CHL,PUB,2000,19.4713
CHL,PUB,2005,15.46172
CHL,PUB,2008,14.42366
CHL,PUB,2009,14.63646
CHL,PUB,2010,23.41859
CHL,PUB,2011,22.10917
CHL,PUB,2012,24.19256
CHL,PUB,2013,34.55607
CHL,PUB,2014,37.50436
CHL,PUB,2015,35.66116
CHL,PUB,2016,30.99275
CHL,PUB,2017,37.78913
CHL,PUB,2018,41.28828
OAVG,PRIV,2005,28.20444
OAVG,PRIV,2008,25.54612
OAVG,PRIV,2009,27.82287
OAVG,PRIV,2010,26.86439
OAVG,PRIV,2011,28.03234
OAVG,PRIV,2012,28.73681
OAVG,PRIV,2013,28.17499
OAVG,PRIV,2014,27.5275
OAVG,PRIV,2015,29.62747
OAVG,PRIV,2016,30.89651
OAVG,PRIV,2017,29.70445
OAVG,PRIV,2018,30.09596
OAVG,PUB,2005,70.66184
OAVG,PUB,2008,72.169
OAVG,PUB,2009,71.64393
OAVG,PUB,2010,70.17071
OAVG,PUB,2011,69.73831
OAVG,PUB,2012,67.53702
OAVG,PUB,2013,68.20107
OAVG,PUB,2014,69.60448
OAVG,PUB,2015,67.45337
OAVG,PUB,2016,66.79789
OAVG,PUB,2017,67.32614
OAVG,PUB,2018,66.1615
COL,PUB,2009,45.97925
COL,PUB,2011,46.6837
COL,PUB,2012,44.81377
COL,PUB,2013,42.51165
COL,PUB,2014,49.78496
COL,PUB,2015,45.63153
COL,PUB,2016,36.05042
COL,PUB,2017,48.73284
COL,PUB,2018,79.73609
LVA,PUB,1995,77.38095
LVA,PUB,2000,56.00677
LVA,PUB,2005,53.8003
LVA,PUB,2008,60.25676
LVA,PUB,2009,55.16903
LVA,PUB,2010,51.99277
LVA,PUB,2011,58.23732
LVA,PUB,2012,59.86074
LVA,PUB,2013,61.73703
LVA,PUB,2014,73.4198
LVA,PUB,2015,72.61578
LVA,PUB,2016,65.30109
LVA,PUB,2017,59.7896
LVA,PUB,2018,57.6136
COL,PRIV,2009,53.9368
COL,PRIV,2011,53.30307
COL,PRIV,2012,55.18579
COL,PRIV,2013,57.31143
COL,PRIV,2014,50.13984
COL,PRIV,2015,54.31901
COL,PRIV,2016,63.8861
COL,PRIV,2017,51.1872
COL,PRIV,2018,20.26391
LVA,PRIV,1995,22.61905
LVA,PRIV,2000,38.24027
LVA,PRIV,2005,42.69747
LVA,PRIV,2008,32.98777
LVA,PRIV,2009,37.52201
LVA,PRIV,2010,34.44606
LVA,PRIV,2011,34.82008
LVA,PRIV,2012,34.22429
LVA,PRIV,2013,29.34617
LVA,PRIV,2014,20.06556
LVA,PRIV,2015,22.61709
LVA,PRIV,2016,31.1168
LVA,PRIV,2017,32.70967
LVA,PRIV,2018,31.32397
DNK,HH,2013,0
DNK,HH,2014,0
DNK,HH,2016,0.1877812
DNK,HH,2017,0.0969818
DNK,HH,2018,0.093032
DNK,OTHPRIVENT,2013,5.807029
DNK,OTHPRIVENT,2014,5.158892
DNK,OTHPRIVENT,2016,8.771537
DNK,OTHPRIVENT,2017,10.46128
DNK,OTHPRIVENT,2018,11.9965
GRC,HH,2012,9.611825
GRC,HH,2013,12.48923
GRC,HH,2014,13.99775
GRC,HH,2015,11.55453
GRC,HH,2017,14.53227
GRC,HH,2018,13.90829
LUX,HH,2012,2.760449
LUX,HH,2013,1.150761
LUX,HH,2014,2.852393
LUX,HH,2015,2.409094
LUX,HH,2016,3.2688
LUX,HH,2017,3.20045
LUX,HH,2018,2.192617
LUX,OTHPRIVENT,2012,2.344744
LUX,OTHPRIVENT,2013,0.8635042
LUX,OTHPRIVENT,2014,1.751543
LUX,OTHPRIVENT,2015,1.877302
LUX,OTHPRIVENT,2016,2.692621
LUX,OTHPRIVENT,2017,2.535757
LUX,OTHPRIVENT,2018,3.385808
NZL,OTHPRIVENT,2012,14.51898
NZL,OTHPRIVENT,2013,15.13891
NZL,OTHPRIVENT,2014,14.7007
NZL,OTHPRIVENT,2015,14.63684
NZL,OTHPRIVENT,2016,15.38908
NZL,OTHPRIVENT,2017,15.90766
NZL,OTHPRIVENT,2018,14.39822
NOR,OTHPRIVENT,2012,0.5820529
NOR,OTHPRIVENT,2013,0.5405405
NOR,OTHPRIVENT,2014,0.2264688
NOR,OTHPRIVENT,2015,0.1843225
NOR,OTHPRIVENT,2016,2.36479
NOR,OTHPRIVENT,2017,3.062441
NOR,OTHPRIVENT,2018,2.443791
SWE,HH,2012,0.3817218
SWE,HH,2013,0.5115175
SWE,HH,2014,0.6073678
SWE,HH,2015,0.8064033
SWE,HH,2016,0.8748621
SWE,HH,2017,0.9967646
SWE,HH,2018,1.133681
TUR,HH,2011,10.06003
TUR,HH,2012,12.16123
TUR,HH,2013,11.3433
TUR,HH,2014,11.408
TUR,HH,2015,10.20672
TUR,HH,2016,9.91247
TUR,HH,2017,11.07284
TUR,HH,2018,12.19818
TUR,OTHPRIVENT,2011,11.99651
TUR,OTHPRIVENT,2012,12.41217
TUR,OTHPRIVENT,2013,14.36738
TUR,OTHPRIVENT,2014,14.58017
TUR,OTHPRIVENT,2015,15.77472
TUR,OTHPRIVENT,2016,15.46006
TUR,OTHPRIVENT,2017,8.639121
TUR,OTHPRIVENT,2018,14.98406
ARG,OTHPRIVENT,2008,9.296672
ARG,OTHPRIVENT,2009,6.763095
ARG,OTHPRIVENT,2010,11.6715
ARG,OTHPRIVENT,2011,13.00663
COL,HH,2009,53.89381
COL,HH,2011,53.26322
COL,HH,2012,55.14453
COL,HH,2013,57.26644
COL,HH,2014,50.09208
COL,HH,2015,54.27354
COL,HH,2016,63.85128
COL,HH,2017,51.14335
COL,HH,2018,20.26391
COL,OTHPRIVENT,2009,0.0429815
COL,OTHPRIVENT,2011,0.0398532
COL,OTHPRIVENT,2012,0.041261
COL,OTHPRIVENT,2013,0.044995
COL,OTHPRIVENT,2014,0.0477541
COL,OTHPRIVENT,2015,0.0454753
COL,OTHPRIVENT,2016,0.0348139
COL,OTHPRIVENT,2017,0.0438497
COL,OTHPRIVENT,2018,0
IND,HH,2005,19.07814
IND,OTHPRIVENT,2005,0
LVA,HH,2012,34.05714
LVA,HH,2013,27.8315
LVA,HH,2014,19.06285
LVA,HH,2015,21.49615
LVA,HH,2016,30.1965
LVA,HH,2017,28.09937
LVA,HH,2018,24.45581
LVA,OTHPRIVENT,2012,0.1671543
LVA,OTHPRIVENT,2013,1.514665
LVA,OTHPRIVENT,2014,1.002708
LVA,OTHPRIVENT,2015,1.120939
LVA,OTHPRIVENT,2016,0.920304
LVA,OTHPRIVENT,2017,4.610297
LVA,OTHPRIVENT,2018,6.868153
FIN,HH,2012,0
FIN,HH,2013,0
FIN,HH,2014,0
FIN,HH,2015,0
FIN,HH,2016,0
FIN,HH,2017,0.0445327
FIN,HH,2018,0.1193085
FIN,OTHPRIVENT,2012,3.820483
FIN,OTHPRIVENT,2013,3.922275
FIN,OTHPRIVENT,2014,3.515769
FIN,OTHPRIVENT,2015,3.419784
FIN,OTHPRIVENT,2016,3.405771
FIN,OTHPRIVENT,2017,3.461437
FIN,OTHPRIVENT,2018,3.662077
DEU,OTHPRIVENT,2015,0
HUN,HH,2012,45.56461
CRI,PRIV,2013,40.58065
CRI,PUB,2013,59.41935
LTU,HH,2005,28.1218
LTU,HH,2008,24.0988
LTU,HH,2009,29.27581
LTU,HH,2010,25.3617
LTU,HH,2011,19.8104
LTU,HH,2012,18.9106
LTU,HH,2013,18.23503
LTU,HH,2014,17.21635
LTU,HH,2015,18.05325
LTU,HH,2016,23.6111
LTU,HH,2017,22.13757
LTU,HH,2018,19.72698
LTU,OTHPRIVENT,2005,6.499481
LTU,OTHPRIVENT,2008,6.875982
LTU,OTHPRIVENT,2009,5.509997
LTU,OTHPRIVENT,2010,5.068519
LTU,OTHPRIVENT,2011,5.583576
LTU,OTHPRIVENT,2012,5.731666
LTU,OTHPRIVENT,2013,5.541084
LTU,OTHPRIVENT,2014,5.162318
LTU,OTHPRIVENT,2015,6.958228
LTU,OTHPRIVENT,2016,7.135948
LTU,OTHPRIVENT,2017,7.855412
LTU,OTHPRIVENT,2018,8.487189
LTU,PRIV,2005,34.62128
LTU,PRIV,2008,30.97478
LTU,PRIV,2009,34.7858
LTU,PRIV,2010,30.43022
LTU,PRIV,2011,25.39398
LTU,PRIV,2012,24.64227
LTU,PRIV,2013,23.77611
LTU,PRIV,2014,22.37867
LTU,PRIV,2015,25.01148
LTU,PRIV,2016,30.74705
LTU,PRIV,2017,29.99298
LTU,PRIV,2018,28.21417
LTU,PUB,2005,63.12416
LTU,PUB,2008,65.4518
LTU,PUB,2009,62.49936
LTU,PUB,2010,66.69221
LTU,PUB,2011,71.90716
LTU,PUB,2012,72.96484
LTU,PUB,2013,72.67757
LTU,PUB,2014,74.34711
LTU,PUB,2015,71.76677
LTU,PUB,2016,66.31862
LTU,PUB,2017,64.48744
LTU,PUB,2018,66.09361
OAVG,HH,2012,21.36781
OAVG,HH,2013,20.69212
OAVG,HH,2014,19.54852
OAVG,HH,2015,21.74623
OAVG,HH,2016,22.60335
OAVG,HH,2017,21.74929
OAVG,HH,2018,21.59494
OAVG,OTHPRIVENT,2012,8.236956
OAVG,OTHPRIVENT,2013,7.923812
OAVG,OTHPRIVENT,2014,8.603922
OAVG,OTHPRIVENT,2015,8.442856
OAVG,OTHPRIVENT,2016,8.638895
OAVG,OTHPRIVENT,2017,8.566727
OAVG,OTHPRIVENT,2018,8.50102
CRI,HH,2013,40.58065
CRI,OTHPRIVENT,2013,0
