,Indicator,2021,2022,2023
0,complex-HH-expand,25.961487474081405,25.551616288550463,24.79117535019939
0,complex-OTHPRIVENT-expand,19.68248741987652,20.227344902490803,20.54930948167295
0,complex-PRIV-expand,49.257951268851755,50.33883456610593,50.845253209167915
0,complex-PUB-expand,60.98391521750793,62.77208741654717,63.904498222584614
0,time-expand-expand,3.3614980396757677,3.3600152760964597,3.34861618956208
0,time-in-column_1-expand,51.06538021999987,57.02538503583976,64.88142288215413
