,Indicator,2021,2022,2023
0,complex-HH-expand,-0.18493153311690647,-0.33544315000003194,-0.5150217246753729
0,complex-OTHPRIVENT-expand,20.831523327922902,24.411339750001147,28.356342116884754
0,complex-PRIV-expand,13.763032769202429,14.840111425616815,15.96175050972122
0,complex-PUB-expand,78.37159641698454,76.64666331937092,74.85195345087837
0,time-expand-expand,2.0621214369891994,2.1014887173578414,2.1424013735430725
0,time-in-column_1-expand,37.33350799999911,29.345227799998387,18.94823259999857
